incident_id,timestamp,language,title,summary,url,primary_location,all_locations,states,crime_type,ml_confidence,semantic_score,action_score,severity_score,final_confidence,confidence_level,duplicate_status,incident_cluster,hash
WCI-88A49738,2026-05-08 23:39:25.321650,en,"Inter-state Wildlife Crime Syndicate Dismantled, Female Smuggler Arrested For First Time - ETV Bharat","<a href=""https://news.google.com/rss/articles/CBMizgFBVV95cUxPR2FBNUxZLWhPdE9uNFg3U1l0OVJyeDhocUwwSEtPZFRlSXROTEJ6U2tRd2x0XzZUZm5qMG1KclAyWnlfZ3BmUTQzamtpOVB2SFlqaHUxbTZKNl91VGo5cV9hdTFuYUcxRzZqcFVLYUw4TUJXR1A0Q3huTEtxQ0twdmJwS0VPeGd3X3YzOVMyTHJmd05JMHNDRnFxbDdGREZnVi0tNzdnMXVmbmhJT2s4eHl4Q3ZlZmxPTmtDSmQ0WHR5MExISlNmWmVIR0NBQQ?oc=5"" target=""_blank"">Inter-state Wildlife Crime Syndicate Dismantled, Female Smuggler Arrested For First Time</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ETV Bharat</font>",https://news.google.com/rss/articles/CBMizgFBVV95cUxPR2FBNUxZLWhPdE9uNFg3U1l0OVJyeDhocUwwSEtPZFRlSXROTEJ6U2tRd2x0XzZUZm5qMG1KclAyWnlfZ3BmUTQzamtpOVB2SFlqaHUxbTZKNl91VGo5cV9hdTFuYUcxRzZqcFVLYUw4TUJXR1A0Q3huTEtxQ0twdmJwS0VPeGd3X3YzOVMyTHJmd05JMHNDRnFxbDdGREZnVi0tNzdnMXVmbmhJT2s4eHl4Q3ZlZmxPTmtDSmQ0WHR5MExISlNmWmVIR0NBQQ?oc=5,Unknown,[],[],Wildlife Crime,63.27,59.49,0,0,66.48,HIGH,UNIQUE,WIL-UNK-20260508,-3560445616116579923
WCI-BEC19829,2026-05-08 23:39:38.619185,en,Global tiger trafficking crisis worsens with nine big cats seized monthly - AP News,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxQWlF3X2pTUVdrNk5MRHc3WHNVM21ocFlmeThjN1lZX0syYWtraDNMNGJoUHRmUTdlc0ZzTFY3VkIzRF9uMFV2enV6ekxuMmJoeHA3MnI1Q0VKUVYwNTVHd1dBRFJKdmI4X1JvM2Z4ODltckQ4cFN1QnllRUtxemw1ZGw0TFlqQmJTX1paTGxOU2MwalZteG1ZQXRiNXZtYjlGenFhdUVHU0gwTUprV25iV3hYLXZ2Zw?oc=5"" target=""_blank"">Global tiger trafficking crisis worsens with nine big cats seized monthly</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AP News</font>",https://news.google.com/rss/articles/CBMitgFBVV95cUxQWlF3X2pTUVdrNk5MRHc3WHNVM21ocFlmeThjN1lZX0syYWtraDNMNGJoUHRmUTdlc0ZzTFY3VkIzRF9uMFV2enV6ekxuMmJoeHA3MnI1Q0VKUVYwNTVHd1dBRFJKdmI4X1JvM2Z4ODltckQ4cFN1QnllRUtxemw1ZGw0TFlqQmJTX1paTGxOU2MwalZteG1ZQXRiNXZtYjlGenFhdUVHU0gwTUprV25iV3hYLXZ2Zw?oc=5,Unknown,[],[],Trafficking,72.44,48.19,0,0,63.68,HIGH,UNIQUE,TRA-UNK-20260508,7586550089657836810
WCI-9A2FD7D0,2026-05-08 23:39:45.933082,en,"Gujarat: Wildlife trade racket busted, Indian star tortoises and rose-ringed parakeets rescued - The Hans India","<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxNNmFlaVptRG1wUk1oNUMySjRQRkJpWW4waUlmVGpBM2xOaGVVeXZaMGo1T0xlaExMOFFOT2xRUHVBeUcxZDdzSF9VV0lsNlNRR3IwOW1XS1JDWDhoOWlfOUwzeEw2ZXpEb19uSzNiNy1mYlZ4a2RJalRqLXREVzByWERabTNRU1JrLVZtSG5TMGRUX2NtNXg2R0ZQUDlQRE5nMjdUb2d1emZpTXRmcFNxZDlVS2ZSaUFhck0yVEZBYVVLR2pCRjRxNkhoblU0TFNoQy1SR0x0c25TLXfSAeABQVVfeXFMT1lPVmM4YlJaVzE0ZWs5YjA3aWJqLWRnUThQa1VXTW9UTmNOcDZkUHJIQzFQbElrZ09vRnFlbzNzU2FjNFE4OGlURkdqbnlmeVNYV25DUzhRWFlTVnNsT2k5NlBkSnBNOWVINWU3X3JPWUxleWRMUHhHbklTNWNOR2VWRjlaUmtta1pCQ0Z0cW1ISkJteXFMZXE2eWpwUXNZRWhRNV9ueEx6M0tIY19LRnlwTktoSGp5MVJTa2Q5ejlfZW1pY193RUVSNDZrS2o4T2MtV3ZoVHlzeDcteTlrUWk?oc=5"" target=""_blank"">Gujarat: Wildlife trade racket busted, Indian star tortoises and rose-ringed parakeets rescued</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hans India</font>",https://news.google.com/rss/articles/CBMi2wFBVV95cUxNNmFlaVptRG1wUk1oNUMySjRQRkJpWW4waUlmVGpBM2xOaGVVeXZaMGo1T0xlaExMOFFOT2xRUHVBeUcxZDdzSF9VV0lsNlNRR3IwOW1XS1JDWDhoOWlfOUwzeEw2ZXpEb19uSzNiNy1mYlZ4a2RJalRqLXREVzByWERabTNRU1JrLVZtSG5TMGRUX2NtNXg2R0ZQUDlQRE5nMjdUb2d1emZpTXRmcFNxZDlVS2ZSaUFhck0yVEZBYVVLR2pCRjRxNkhoblU0TFNoQy1SR0x0c25TLXfSAeABQVVfeXFMT1lPVmM4YlJaVzE0ZWs5YjA3aWJqLWRnUThQa1VXTW9UTmNOcDZkUHJIQzFQbElrZ09vRnFlbzNzU2FjNFE4OGlURkdqbnlmeVNYV25DUzhRWFlTVnNsT2k5NlBkSnBNOWVINWU3X3JPWUxleWRMUHhHbklTNWNOR2VWRjlaUmtta1pCQ0Z0cW1ISkJteXFMZXE2eWpwUXNZRWhRNV9ueEx6M0tIY19LRnlwTktoSGp5MVJTa2Q5ejlfZW1pY193RUVSNDZrS2o4T2MtV3ZoVHlzeDcteTlrUWk?oc=5,india,"['india', 'gujarat']",[],Wildlife Crime,79.99,54.52,0,0,65.35,HIGH,UNIQUE,WIL-IND-20260508,2540693083209948918
WCI-9C34B0E8,2026-05-08 23:40:15.170446,en,"BHUTAN, INDIA, AND NEPAL COLLABORATE TO COUNTER WILDLIFE TRAFFICKING IN SOUTH ASIA - WWF India","<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxQeGJKZm5uQWVpX2Q0SFlpQ2djdnhxQ2dlYVZ0Q3Z4cW1mX0MxaUw0NnpFbVJ0U3puQTVNaXNScmFiOVZzVTZFYm94NUJWX2pyRTVjbzhqcDAzZDNrcXdPeEdHRHhJRjFoRjc4czkzcUZHLS1hYXF5OUNHb3BQUEJZUTJEV25zUEloME0zOWRHWnJYOWJlaDFuSHRGV2pHRjRwbXMxRmdoaUlKU082cGFFQlBR?oc=5"" target=""_blank"">BHUTAN, INDIA, AND NEPAL COLLABORATE TO COUNTER WILDLIFE TRAFFICKING IN SOUTH ASIA</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WWF India</font>",https://news.google.com/rss/articles/CBMisgFBVV95cUxQeGJKZm5uQWVpX2Q0SFlpQ2djdnhxQ2dlYVZ0Q3Z4cW1mX0MxaUw0NnpFbVJ0U3puQTVNaXNScmFiOVZzVTZFYm94NUJWX2pyRTVjbzhqcDAzZDNrcXdPeEdHRHhJRjFoRjc4czkzcUZHLS1hYXF5OUNHb3BQUEJZUTJEV25zUEloME0zOWRHWnJYOWJlaDFuSHRGV2pHRjRwbXMxRmdoaUlKU082cGFFQlBR?oc=5,bhutan,"['bhutan', 'india', 'south asia wwf', 'india bhutan', 'south asia nbsp']",[],Trafficking,77.53,57.18,0,0,64.92,HIGH,UNIQUE,TRA-BHU-20260508,7244587070879354812
WCI-3BDA4C2B,2026-05-08 23:40:46.534876,en,Wildlife Crime - ClearIAS,"<a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTE1acWo3U290TV84VXBGWXk4eWtzaW5seU1kWE0zNjM1NU15dlZXdk5QdG82VWo1cHE1UTV6ZU9VWGV6R0cyMFJDUG1tV3YwMF9RcXc?oc=5"" target=""_blank"">Wildlife Crime</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ClearIAS</font>",https://news.google.com/rss/articles/CBMiUkFVX3lxTE1acWo3U290TV84VXBGWXk4eWtzaW5seU1kWE0zNjM1NU15dlZXdk5QdG82VWo1cHE1UTV6ZU9VWGV6R0cyMFJDUG1tV3YwMF9RcXc?oc=5,Unknown,[],[],Wildlife Crime,74.64,69.26,0,0,72.1,HIGH,UNIQUE,WIL-UNK-20260508,8690026863198452271
WCI-EF0224BB,2026-05-08 23:41:14.598107,en,ENFORCEMENT AGENCIES TRAIN TOGETHER TO STOP WILDLIFE TRAFFICKING ACROSS INDIA’S HIMALAYAS - WWF India,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQUUpZZ2VLYXMwY3lLel9Jd1FEWWhueTRSUmJXV1VkUUJkYXprN29NdTFSX0pkc0I5UC1sTkg4THU5SVlSU1JoZElybkI1NFJtRFhWS2tMU3JSV3NEZmF4ZWxXaF9RejlVTm9GUGtuUUdsSUJxYUlja3FvS2FORldYclFnWkUxcVJ4M0QzTnNXWkFRYkc1dmdGVlhrS21LNHRWMXlDMFBYaVdGQU5Wb0V0NWczSG1RMnZPSGdLSw?oc=5"" target=""_blank"">ENFORCEMENT AGENCIES TRAIN TOGETHER TO STOP WILDLIFE TRAFFICKING ACROSS INDIA’S HIMALAYAS</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WWF India</font>",https://news.google.com/rss/articles/CBMivAFBVV95cUxQUUpZZ2VLYXMwY3lLel9Jd1FEWWhueTRSUmJXV1VkUUJkYXprN29NdTFSX0pkc0I5UC1sTkg4THU5SVlSU1JoZElybkI1NFJtRFhWS2tMU3JSV3NEZmF4ZWxXaF9RejlVTm9GUGtuUUdsSUJxYUlja3FvS2FORldYclFnWkUxcVJ4M0QzTnNXWkFRYkc1dmdGVlhrS21LNHRWMXlDMFBYaVdGQU5Wb0V0NWczSG1RMnZPSGdLSw?oc=5,india,['india'],[],Trafficking,70.66,61.13,0,0,62.67,HIGH,UNIQUE,TRA-IND-20260508,1696404761782941640
WCI-FEEE92D1,2026-05-08 23:41:35.054900,en,FIRST OF ITS KIND PROJECT LAUNCHES NEW TOOLS TO COMBAT WILDLIFE TRAFFICKING IN INDIA’S AIRPORT - WWF India,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxOLVdVdUpMNGdROV90TEdZM25QTkxJR3VtcU1lTjVNLTJqSkV4VVJDQm1kdDdRcVk5cUU3YjVJTElFQVVkSFZBOUJ4UXVZTElIb2dGdTFCZWNudDlhZTRQQ0U5ZFhWTFd4SkN4MDdEcm85TkFoYkp0SWpvOFVOem1PUm1lSm5pcEd1cTN5cXlqQmszVHVPWlVNMmJOUEdDMEt5QXFPQWhIQXpRZmc?oc=5"" target=""_blank"">FIRST OF ITS KIND PROJECT LAUNCHES NEW TOOLS TO COMBAT WILDLIFE TRAFFICKING IN INDIA’S AIRPORT</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WWF India</font>",https://news.google.com/rss/articles/CBMiqwFBVV95cUxOLVdVdUpMNGdROV90TEdZM25QTkxJR3VtcU1lTjVNLTJqSkV4VVJDQm1kdDdRcVk5cUU3YjVJTElFQVVkSFZBOUJ4UXVZTElIb2dGdTFCZWNudDlhZTRQQ0U5ZFhWTFd4SkN4MDdEcm85TkFoYkp0SWpvOFVOem1PUm1lSm5pcEd1cTN5cXlqQmszVHVPWlVNMmJOUEdDMEt5QXFPQWhIQXpRZmc?oc=5,india airport,"['india airport', 'india', 'india airport nbsp']",[],Trafficking,71.38,60.22,0,0,62.76,HIGH,UNIQUE,TRA-IND-20260508,-5144707632402984955
WCI-8F1E8683,2026-05-08 23:42:35.116980,en,GEARING UP TO FIGHT WILDLIFE CRIME AT MELGHAT TIGER RESERVE: FOREST OFFICIALS HONE THEIR SKILLS - WWF India,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxNZXo0dDl6QVdoSTQxVF9aXzlYTE5FUEJaYXQwYWN5M1czMVFkT0ZMQlZETXl5MWxOTEQ3ckc1R2tDMHVaVjNpbWJiLUEydFQ0cDR4b0s2dUluVlFPX3Z5RUcxRWdpMU9pY1h2b0VCZUtUUnZSc2MwMl8wTDNMTEY0T1hWUHlrZV9sXzVqOHFGdHpkZ09FSkE?oc=5"" target=""_blank"">GEARING UP TO FIGHT WILDLIFE CRIME AT MELGHAT TIGER RESERVE: FOREST OFFICIALS HONE THEIR SKILLS</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WWF India</font>",https://news.google.com/rss/articles/CBMilgFBVV95cUxNZXo0dDl6QVdoSTQxVF9aXzlYTE5FUEJaYXQwYWN5M1czMVFkT0ZMQlZETXl5MWxOTEQ3ckc1R2tDMHVaVjNpbWJiLUEydFQ0cDR4b0s2dUluVlFPX3Z5RUcxRWdpMU9pY1h2b0VCZUtUUnZSc2MwMl8wTDNMTEY0T1hWUHlrZV9sXzVqOHFGdHpkZ09FSkE?oc=5,india,"['india', 'gearing up to fight wildlife crime at melghat tiger reserve: forest officials hone their skills wwf india gearing up to fight wildlife crime at melghat tiger reserve: forest officials hone their skills nbsp; wwf india']",[],Wildlife Crime,87.33,52.72,0,0,72.48,HIGH,UNIQUE,WIL-IND-20260508,418443918748687183
WCI-18E9AEC1,2026-05-08 23:43:12.262159,en,Assam Forest Department learn new skills to crack wildlife cybercrime - Traffic.org,"<a href=""https://news.google.com/rss/articles/CBMiekFVX3lxTE5hMzhGQWxKSXhRMWRTdEpWeXB3Z2JsbkJ5SkVaYW83RXBrX0lBS2h1Mzljc1lIM3BGWDRCZjg4OGJfSXR1XzNCakVXandnbjJBYy1jNGR4VW9TTC1nanZzTzF6UnNBbDJYMGxPUDNuWEpsRTVXTWNpeWV3?oc=5"" target=""_blank"">Assam Forest Department learn new skills to crack wildlife cybercrime</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Traffic.org</font>",https://news.google.com/rss/articles/CBMiekFVX3lxTE5hMzhGQWxKSXhRMWRTdEpWeXB3Z2JsbkJ5SkVaYW83RXBrX0lBS2h1Mzljc1lIM3BGWDRCZjg4OGJfSXR1XzNCakVXandnbjJBYy1jNGR4VW9TTC1nanZzTzF6UnNBbDJYMGxPUDNuWEpsRTVXTWNpeWV3?oc=5,assam,"['assam', 'assam forest department learn new skills to crack wildlife cybercrime traffic', 'org assam forest department learn new skills to crack wildlife cybercrime nbsp; traffic']",[],Wildlife Crime,73.33,56.15,0,0,62.51,HIGH,UNIQUE,WIL-ASS-20260508,-5290146435389510464
WCI-FB7F5C67,2026-05-08 23:43:32.254567,en,India’s Wildlife Trafficking Epidemic - The Diplomat – Asia-Pacific,"<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTFB4Rmp1OG81VmJ0d1JWaGhRNHBXN05FSk5GdlI0X2RNMHhnZDVoMFd4OFJzRElJbWZMZmpEb0FXNUZkazIxZW5oOXZNX28wTkVEckswV3VZSUlMR056UC1tMnhXZzhOSVpNWjFnUmtYQ2FKLUJ1UllLeg?oc=5"" target=""_blank"">India’s Wildlife Trafficking Epidemic</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Diplomat – Asia-Pacific</font>",https://news.google.com/rss/articles/CBMieEFVX3lxTFB4Rmp1OG81VmJ0d1JWaGhRNHBXN05FSk5GdlI0X2RNMHhnZDVoMFd4OFJzRElJbWZMZmpEb0FXNUZkazIxZW5oOXZNX28wTkVEckswV3VZSUlMR056UC1tMnhXZzhOSVpNWjFnUmtYQ2FKLUJ1UllLeg?oc=5,india,"['india', 'asia-pacific']",[],Trafficking,64.79,70.59,0,0,62.57,HIGH,UNIQUE,TRA-IND-20260508,2488384595864802537
WCI-ABACCF7E,2026-05-08 23:47:43.420472,en,Rock eagle owls rescued from wildlife trafficking racket - Humane World for Animals,"<a href=""https://news.google.com/rss/articles/CBMid0FVX3lxTE42OTdWczFpNmY0cWJSM3N3Q0lrSTZLZlFrX0lJekJrd2Q4SDQtRzQtRExpTGtCcWJSZmg2bE9sazBEUnBSNGJoX2NhZUVYdW5LYV82dGR1M0V6aG1hcEpBcGJEUkE0NG1ZYVdwQnlQYWx0WFVNUW40?oc=5"" target=""_blank"">Rock eagle owls rescued from wildlife trafficking racket</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Humane World for Animals</font>",https://news.google.com/rss/articles/CBMid0FVX3lxTE42OTdWczFpNmY0cWJSM3N3Q0lrSTZLZlFrX0lJekJrd2Q4SDQtRzQtRExpTGtCcWJSZmg2bE9sazBEUnBSNGJoX2NhZUVYdW5LYV82dGR1M0V6aG1hcEpBcGJEUkE0NG1ZYVdwQnlQYWx0WFVNUW40?oc=5,Unknown,[],[],Trafficking,61.61,65.25,0,0,63.38,HIGH,UNIQUE,TRA-UNK-20260508,-7043438045116639861
WCI-D60ECF73,2026-05-08 23:49:31.283032,en,"Illegal wildlife trade linked to pet shop busted in Mangaluru, four arrested - The New Indian Express","<a href=""https://news.google.com/rss/articles/CBMi1gFBVV95cUxONlVIb0hCX1J6bEE2dWYzRDdpZkQ0T3d3ZEtjakRjeVBLa0NsX1dma213R2ctSlVpS3NmVURtUEptaG54cVlOODhoX3lIWEVGS00zMF9hSXBaX0I1a1NFcklDSkNSWXFWQ21GQmlfNVJ4Ql9uZ3NjdUs5YlIyVlNaZXlCdHRfMGZGekdUUWRzcmNRQS1fYkJWaG5TblB5eFVnZkpCOWhLcnJHYjJ5Mm45UC1vX3RoRnpGRy1Jd1BjSnIwYmtsUDQ4VVJWTFdFTjRFYnR4NXlB0gHjAUFVX3lxTE9uY1Fyc0ZIcEZoQ0Z2MlNfUmdDTUUwZDNDdWdScDFMdExRRVUySmNRbktWYXNVbzkyR2JUTGZ3SXNiS01PTGpHSXhDQnBHcHhHZ0RpdEVRRjZaZEZoQms1MzBUQkFEY0l0bHBMd2hDMFp4cVdjbDhqNEdDMEQ3cXJremVMY0MzektjRy1PcVE0Z1hfa0t5T0tZUDFzSGJBcXQ1NjR6X0ZQSlpmd0RnZGFJb2hGN0hTUm9jTk4ybEd3ejdON2FYY19Qb2hxWDZEMEVXZXZtUk5jNU1XeDUtMl81YkE0?oc=5"" target=""_blank"">Illegal wildlife trade linked to pet shop busted in Mangaluru, four arrested</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New Indian Express</font>",https://news.google.com/rss/articles/CBMi1gFBVV95cUxONlVIb0hCX1J6bEE2dWYzRDdpZkQ0T3d3ZEtjakRjeVBLa0NsX1dma213R2ctSlVpS3NmVURtUEptaG54cVlOODhoX3lIWEVGS00zMF9hSXBaX0I1a1NFcklDSkNSWXFWQ21GQmlfNVJ4Ql9uZ3NjdUs5YlIyVlNaZXlCdHRfMGZGekdUUWRzcmNRQS1fYkJWaG5TblB5eFVnZkpCOWhLcnJHYjJ5Mm45UC1vX3RoRnpGRy1Jd1BjSnIwYmtsUDQ4VVJWTFdFTjRFYnR4NXlB0gHjAUFVX3lxTE9uY1Fyc0ZIcEZoQ0Z2MlNfUmdDTUUwZDNDdWdScDFMdExRRVUySmNRbktWYXNVbzkyR2JUTGZ3SXNiS01PTGpHSXhDQnBHcHhHZ0RpdEVRRjZaZEZoQms1MzBUQkFEY0l0bHBMd2hDMFp4cVdjbDhqNEdDMEQ3cXJremVMY0MzektjRy1PcVE0Z1hfa0t5T0tZUDFzSGJBcXQ1NjR6X0ZQSlpmd0RnZGFJb2hGN0hTUm9jTk4ybEd3ejdON2FYY19Qb2hxWDZEMEVXZXZtUk5jNU1XeDUtMl81YkE0?oc=5,mangaluru,['mangaluru'],[],Wildlife Crime,68.33,66.02,0,0,62.97,HIGH,UNIQUE,WIL-MAN-20260508,-3188319412777644805
WCI-41442F62,2026-05-08 23:54:33.104780,en,"Over 100 Parrots Seized in Major Forest Department Crackdown in Jamshedpur, Smuggler Arrested - The Avenue Mail","<a href=""https://news.google.com/rss/articles/CBMikwFBVV95cUxNYk5uTnJ5MHRxNjVQTVJVZks1My00c0xTbFN2VnBKWGk4YTVKN0ZhTHlocUFaTHNlUEtxNDlvMUl2ekJMRzBoU0Znb092c1A2bkZtOWhvWUstZm1rU256elctc1Ewb2ZDNXNTcHFwRlhyZ2xXc1V5SHQxM0QyZU0wWDhJOEY2SFF0T1d2Tnctekxmdk0?oc=5"" target=""_blank"">Over 100 Parrots Seized in Major Forest Department Crackdown in Jamshedpur, Smuggler Arrested</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Avenue Mail</font>",https://news.google.com/rss/articles/CBMikwFBVV95cUxNYk5uTnJ5MHRxNjVQTVJVZks1My00c0xTbFN2VnBKWGk4YTVKN0ZhTHlocUFaTHNlUEtxNDlvMUl2ekJMRzBoU0Znb092c1A2bkZtOWhvWUstZm1rU256elctc1Ewb2ZDNXNTcHFwRlhyZ2xXc1V5SHQxM0QyZU0wWDhJOEY2SFF0T1d2Tnctekxmdk0?oc=5,"over parrots seized in major forest department crackdown in jamshedpur, smuggler arrested the avenue mail over parrots seized in major forest department crackdown in jamshedpur, smuggler arrested nbsp; the avenue mail","['over parrots seized in major forest department crackdown in jamshedpur, smuggler arrested the avenue mail over parrots seized in major forest department crackdown in jamshedpur, smuggler arrested nbsp; the avenue mail']",[],Wildlife Crime,60.35,62.24,0,0,65.85,HIGH,UNIQUE,WIL-OVE-20260508,-4220791633337793713
WCI-5B87A20B,2026-05-08 23:56:48.686100,en,"DRI Seizes Leopard Skin Trophy In Bhopal, 3 Arrested In Wildlife Smuggling Bust - Republic World","<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxOOTRudDBHbklVQTNLb0ZjRXlFb1FEdGdvMzlyWUNDZGJPRGtvMWowNldxejlSN1B6WElya3BlTHdCOVFHelZydWpTVlJZWUI2MW0xSl9DOTNWUU5wSXk3WTBjRmYtdGtnT2xseUdmSzZjQmVqTDhNZmF3TXlwQkJaNU8zT2ZtLWF1TmtYNWR5bFhmZ1hVQ1hPM2Z5VEdBVjJaWTU4c1dMeEVyUk9peXFWNzlVWWHSAboBQVVfeXFMT1NveF9GYWNwM2UtcTFYNEpoR04tR0ZkeTY5NkdkNlN4STRURFRWMmVzMXktTkJGckJiRUUzWXNCOUhOa1JTQWo4NklfeG1aZjBCZUVlVW9PbEhQeGpOUGdUY0swRTEta1NFTGF1akY0UlIxaEktUTJtUk41VXBHUHBySWdNNUh2TjFReHp2U043X0RPejVHZkl0ajctTWFsaHktVmVKUGhobVZZMzhKbWc0STFvVE9SNXJR?oc=5"" target=""_blank"">DRI Seizes Leopard Skin Trophy In Bhopal, 3 Arrested In Wildlife Smuggling Bust</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Republic World</font>",https://news.google.com/rss/articles/CBMitAFBVV95cUxOOTRudDBHbklVQTNLb0ZjRXlFb1FEdGdvMzlyWUNDZGJPRGtvMWowNldxejlSN1B6WElya3BlTHdCOVFHelZydWpTVlJZWUI2MW0xSl9DOTNWUU5wSXk3WTBjRmYtdGtnT2xseUdmSzZjQmVqTDhNZmF3TXlwQkJaNU8zT2ZtLWF1TmtYNWR5bFhmZ1hVQ1hPM2Z5VEdBVjJaWTU4c1dMeEVyUk9peXFWNzlVWWHSAboBQVVfeXFMT1NveF9GYWNwM2UtcTFYNEpoR04tR0ZkeTY5NkdkNlN4STRURFRWMmVzMXktTkJGckJiRUUzWXNCOUhOa1JTQWo4NklfeG1aZjBCZUVlVW9PbEhQeGpOUGdUY0swRTEta1NFTGF1akY0UlIxaEktUTJtUk41VXBHUHBySWdNNUh2TjFReHp2U043X0RPejVHZkl0ajctTWFsaHktVmVKUGhobVZZMzhKbWc0STFvVE9SNXJR?oc=5,Unknown,[],[],Smuggling,64.34,69.37,0,0,65.98,HIGH,UNIQUE,SMU-UNK-20260508,9168774311773462144
WCI-B97A4FDE,2026-05-08 23:58:27.078491,en,SEA CUCUMBER IN DEEP WATERS: NEW STUDY REVEALS WORRYING ILLEGAL TRADE IN INDIA - WWF India,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxOQlpTZDBuYl9KTU8tZXN0NmhNdEd0dlh5enNIb3VPOXR4WVQ4SnZMZVdfOVR6RHl3Z0ZWTXpOdm53bVg3UHBKUmltQnV3eC1QNS1mNTNWUmRRVTZUclZtU2tyQi14cnZsWWU3ejRHa05Pd2d2NFc2aDVwU2JjN0EwTGRnV2lMNV85R21yY1FlbTBEZkdCWjhueEZ6QjBoVFFuX2lMM2tpZFNkbXE1Q2cw?oc=5"" target=""_blank"">SEA CUCUMBER IN DEEP WATERS: NEW STUDY REVEALS WORRYING ILLEGAL TRADE IN INDIA</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WWF India</font>",https://news.google.com/rss/articles/CBMirwFBVV95cUxOQlpTZDBuYl9KTU8tZXN0NmhNdEd0dlh5enNIb3VPOXR4WVQ4SnZMZVdfOVR6RHl3Z0ZWTXpOdm53bVg3UHBKUmltQnV3eC1QNS1mNTNWUmRRVTZUclZtU2tyQi14cnZsWWU3ejRHa05Pd2d2NFc2aDVwU2JjN0EwTGRnV2lMNV85R21yY1FlbTBEZkdCWjhueEZ6QjBoVFFuX2lMM2tpZFNkbXE1Q2cw?oc=5,india,['india'],[],Wildlife Crime,80.79,39.71,0,0,61.31,HIGH,UNIQUE,WIL-IND-20260508,-5811253118729401295
WCI-ADD59BDF,2026-05-09 00:02:55.156315,en,Wildlife Smuggling: Man Arrested at Kempegowda Airport - Deccan Herald,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxNQkpUeUdURVZUbHBCR0hRUEFOMERrcUFfYVJhbkJ5bWZBZnpTQXF5LUljZW9OTC1jMXlOZnpVckJ1UW8tVldiOHhOV2lZcG5YQXpSbHlKbUowZHJTck92ZUVGczhpREtDTG44eENuRUZranJHazlRaDkxUDJ2Y0lNbVd3X0x4Rk5wQTFUSnA1bjE0UTN0MnhTYU9MYVpXY3dFUjJYemMwelJHdnZOUW9pZ0ZISl9zVGJUQVlF?oc=5"" target=""_blank"">Wildlife Smuggling: Man Arrested at Kempegowda Airport</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Deccan Herald</font>",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNQkpUeUdURVZUbHBCR0hRUEFOMERrcUFfYVJhbkJ5bWZBZnpTQXF5LUljZW9OTC1jMXlOZnpVckJ1UW8tVldiOHhOV2lZcG5YQXpSbHlKbUowZHJTck92ZUVGczhpREtDTG44eENuRUZranJHazlRaDkxUDJ2Y0lNbVd3X0x4Rk5wQTFUSnA1bjE0UTN0MnhTYU9MYVpXY3dFUjJYemMwelJHdnZOUW9pZ0ZISl9zVGJUQVlF?oc=5,kempegowda airport nbsp,['kempegowda airport nbsp'],[],Smuggling,83.21,61.18,0,0,72.96,HIGH,UNIQUE,SMU-KEM-20260509,5345337582133860305
